Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,CARE,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
CATTLE RANCH DISTRESS,Closeouts,,$247.50,$357.50,MEDIUM BROWN WITH LIGHT UNDERTONES,Approx 55 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A LIGHT WAXY FEEL,EXCELLENT,This is a beautiful distressed leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_54_1_1.jpg,,https://www.leatherhidestore.com/k1107-a-cattle-ranch-distress-1.html
MAGIC MUSHROOM,Closeouts,,$123.20,$168.00,SOFT BROWN,Approx 32 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Magic Mushroom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_51_1_1_1_1.jpg,,https://www.leatherhidestore.com/k1103-c-magic-mushroom-2.html
MODEST BROWN,Closeouts,,$157.50,$257.25,MEDIUM BROWN,APPROX 42 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Very nice leather at an exceptional price! Approx Weight 2.6 oz / sq ft . Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k142_modest_brown_c3_1_1_2.jpg,,https://www.leatherhidestore.com/k142-modest-brown-leather-upholstery-3.html
BRIDLE TRAIL,Closeouts,,$266.00,$364.00,SADDLE BROWN,APPROX 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! This is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" No bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. This leathers patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. It is also tough - scratch the leather and simply rub the scratches out. A full-bodied weight combined with an extra supple feel make this piece ideal for upholstery and leather goods of all types. Made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_57_2_1_1_1.jpg,,https://www.leatherhidestore.com/k1116-golden-bridle-3.html
MAGIC MUSHROOM,Closeouts,,$215.60,$294.00,SOFT BROWN,Approx 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Magic Mushroom is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_51_1_1_1.jpg,,https://www.leatherhidestore.com/k1103-b-magic-mushroom-1.html
CAFFE MOCHA,Closeouts,,$296.45,$396.55,MILK CHOCOLATE BROWN,Approx 77 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Caffe Mocha is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/2/_/2_34_1_1_1.jpg,,https://www.leatherhidestore.com/k1093-caffe-mocha-b-1.html
BEDFORD BROWN,Closeouts,,$217.00,$325.50,FADED BROWN,APPROX 62 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,This is beautiful leather at an excellent price! Approx Weight 2.6 - 3.0 oz/sq ft. Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/3/k337_bedford_brown_c1_1.jpg,,https://www.leatherhidestore.com/k337-bedford-brown-1.html
SALTED CARAMEL DISTRESS,Closeouts,,$233.75,$452.25,CARAMEL BROWN,Approx 55 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A WAXY FEEL,FULL-GRAIN,This is a beautiful heavy-weight leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_14_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32720/
SALTED CARAMEL DISTRESS,Closeouts,,$284.75,$452.25,CARAMEL BROWN,Approx 67 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL DISTRESS,MEDIUM SHEEN,SOFT WITH A WAXY FEEL,FULL-GRAIN,This is a beautiful heavy-weight leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/a/1a_14_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32719/
DESERT DUNE,Closeouts,,$127.50,$178.50,SIERRA BROWN,Approx 34 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Desert Dune is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/_/0_2_1_1_1_1.jpg,,https://www.leatherhidestore.com/k1097-d-desert-dune-1.html
RAVINE TRAIL,Closeouts,,$288.00,$432.00,DISTRESSED BROWN,Approx 64 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,DISTRESS,MEDIUM SHEEN,WAXY,PREMIUM FULL GRAIN,"Ravine Trail is a beautiful distressed leather! Natural markings, the signature of fine leather, will be present. Approx Weight: 2.6 - 3.0 oz/sq.ft. Approx Thickness: 1.0-1.2mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/i/m/img_1622_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32823/s/k1068-buttercup-tan-leather-upholstery-cow-hide-skins-8/category/1982/
CAFFE MOCHA,Closeouts,,$215.60,$288.40,MILK CHOCOLATE BROWN,Approx 56 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Caffe Mocha is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/2/_/2_34_1_1.jpg,,https://www.leatherhidestore.com/k1093-caffe-mocha-a-1.html
DESERT DUNE,Closeouts,,$270.00,$378.00,SIERRA BROWN,Approx 72 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Desert Dune is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/0/_/0_2_1_1_1.jpg,,https://www.leatherhidestore.com/k1097-c-desert-dune-1.html
BRIDLE TRAIL,Closeouts,,$318.25,$390.00,SADDLE BROWN,APPROX 67 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,SMOOTH / NATURAL GRAIN,LOW SHEEN,SUPPLE WAXED FEEL,PREMIUM FULL GRAIN,"A premium waxed leather produced from US steer! This is a full aniline leather with a truly authentic look. Each hide says ""100% genuine leather the way leather used to be!"" No bells or whistles - made only with pure oils, waxes and dyes to create a richly toned, timeless leather. This leathers patina is further enhanced with a soft pull up effect when stretched or pulled for upholstery. It is also tough - scratch the leather and simply rub the scratches out. A full-bodied weight combined with an extra supple feel make this piece ideal for upholstery and leather goods of all types. Made for those who truly love leather! Approx Weight 3.5 oz/sq ft. Approx Thickness 1.3-1.5 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_57_2_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32765/
MODEST BROWN,Closeouts,,$187.50,$257.25,MEDIUM BROWN,APPROX 50 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Very nice leather at an exceptional price! Approx Weight 2.6 oz / sq ft . Approx Thickness 1.0 - 1.2 mm,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide. ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k142_modest_brown_c3_1_1.jpg,,https://www.leatherhidestore.com/k142-modest-brown-leather-upholstery-2.html
