Product Name,Category,Sub-Category,Price,Competitor Price,Color,Size,Stock,Care,Texture,Finish,Feel,Quality,Notes,Important Note,Images,Project Images,Product URL
SERENITY SKY,Shop By Color,,$168.30,,CALMING SOFT BLUE,APPROX 51 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,LOW SHEEN,BUTTERY SOFT,EXCELLENT,"Soar to new heights with Serenity Sky! This leather is a soft blue that reminds you of a cloudless sky on a sunny day, perfect for taking flight. This gorgeous leather is very soft and exceptionally durable, making it ideal for both furniture and automotive applications. We have received quite a large quantity of this leather, so don't hesitate to inquire regarding those big projects! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/7/k756_c1_2.jpg,,https://www.leatherhidestore.com/k756-serenity-sky.html
STORM SURGE,Shop By Color,,$258.32,$409.50,PEWTER GREY,Approx 63 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT WITH A LIGHT WAXY FEEL,EXCELLENT,Storm Surge is a beautiful leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_50.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32688/s/k1102-storm-surge/
SMOKE SHOW,Shop By Color,,$205.40,$273.00,GREY WITH LIGHT UNDERTONES,Approx 52 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,LOW SHEEN,VERY SOFT,EXCELLENT,Smoke Show is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_47_2.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32676/s/k1098-smoke-show/
SCOTTISH HIGHLANDS,Shop By Color,,$213.75,$299.25,SMOKEY GREY,Approx 57 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Scottish Highlands is a very nice leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. It's meant to be seen admired, lived on and most of all enjoyed. Order a sample today before these hides are gone so you can see and feel how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/9/k972_scottish_highlands_c3_1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/30103/s/k972-b-scottish-highlands/
MECHANICAL GREY,Shop By Color,,$221.25,$309.75,DARK GREY,APPROX 59 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Mechanical Grey is a very nice leather at an excellent price. This leather is tanned on European hides and finished in Italy, and can be used for a wide variety of purposes. Whether it's residential - from smaller crafts to furniture upholstery - to commercial, this leather is durable enough to stand up to the demands of an automotive, aircraft, or marine application. Order a sample today to experience it for yourself in your home, car, plane, or boat today! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k885_mechanical_grey_c3_1_1.jpg,,https://www.leatherhidestore.com/k885-a%20mechanical%20grey.html
SUMMER STORM,Shop By Color,,$258.30,$409.50,2-TONED DARK GREY,APPROX. 63 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Summer Storm is a beautiful leather at a price anyone can afford. This hide is both soft and strong, the perfect balance of comfort and durability, making it ideal for high traffic uses. This hide offers everything necessary to make a lasting impression, with a stylish two-toned color that will compliment any project. It's meant to be seen, admired, lived on, and most of all enjoyed. Order a sample today before these hides are gone so you can see, and feel, how the leather will work for your project. Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/1/k1042_summer_storm_c1_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/32022/s/k1042-a-summer-storm/
DEEP SILVER,Shop By Color,,$315.00,$480.00,DEEP SILVER GREY,APPROX 60 sq ft *Photo table is 5 ft wide,STOCK ITEM,STANDARD,SMOOTH GRAIN,MEDIUM-LOW SHEEN,BUTTERY SOFT,PREMIUM ITALIAN HIDES,"Finished in Italy, Euro Smooth is the new leader in style and performance. All the rage in Europe, these silky-smooth leathers present a fresh, distinctive color palette being widely used in handbags, home decor and luxury automobiles. Produced on top grain European hides with premium micro-pigments, the finish is rich, consistent and extremely durable. Add in the luxurious touch and Euro Smooth is certain to make any project an absolute showpiece! Order a sample today! Approx Weight 2.6 - 3.0 oz / sq ft. Approx Thickness 1.0- 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/z/i/zinc_c1_2_tl.jpg,https://www.leatherhidestore.com/pub/media/lof/lazyload/default/loader.svg,https://www.leatherhidestore.com/eo-12-deep-silver.html
GRAPHITE DUST,Shop By Color,,$154.00,$210.00,FLAT GREY,Approx 40 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Graphite Dust is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_53_1_1_1_1.jpg,,https://www.leatherhidestore.com/k1105-c-graphite-dust-1.html
GRAPHITE DUST,Shop By Color,,$246.40,$336.00,FLAT GREY,Approx 64 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,NATURAL,MEDIUM SHEEN,VERY SOFT,EXCELLENT,Graphite Dust is a gorgeous leather at an excellent price.,"Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/1/_/1_53_1_1_1.jpg,,https://www.leatherhidestore.com/k1105-b-graphite-dust-1.html
RESTORATION ITALIA GREEN ORCHARD,Shop By Color,,$183.00,$178.00,GORGEOUS APPLE GREEN,APPROX. 32 sq ft * This is a Half Hide,STOCK ITEM,STANDARD,SMOOTH / NATURAL GRAIN,MEDIUM SHEEN,VERY SOFT WITH LIGHT WAXY FEEL,PREMIUM EUROPEAN FULL GRAIN,"Produced at one of Italy's finest tanneries, Restoration Italia is a stunning upholstery leather made on premium European hides! A true semi-aniline leather, Restoration Italia has a warm, multitone coloration with exceptional depth and character. As part of the tanning process Restoration Italia is infused with a blend of oil and light waxes that helps the leather patina with routine use - creating that classic vintage look!Â  Restoration Italia brings together true old-world craftsmanship with a super stylish leather that only gets better with time. Available exclusively from Leather Hide Store at true wholesale prices! Approx Weight 2.6 oz/sq ft. Approx Thickness 1.0-1.1 mm. PLEASE NOTE: Restoration Italia Black will be more uniform in color as the multitoning is naturally less visible.","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/g/r/green_apple_c12.edit_1.jpg,,https://www.leatherhidestore.com/catalog/product/view/id/29596/s/restoration-black-vintage-leather-hide-1/
MECHANICAL GREY,Shop By Color,,$180.00,$252.00,DARK GREY,APPROX 48 sq ft *Photo table is 5 ft wide,CLOSEOUT ITEM,STANDARD,PEBBLE GRAIN,MEDIUM SHEEN,VERY SOFT,EXCELLENT,"Mechanical Grey is a very nice leather at an excellent price. This leather is tanned on European hides and finished in Italy, and can be used for a wide variety of purposes. Whether it's residential - from smaller crafts to furniture upholstery - to commercial, this leather is durable enough to stand up to the demands of an automotive, aircraft, or marine application. Order a sample today to experience it for yourself in your home, car, plane, or boat today! Approx Weight 2.6 - 3.0 oz / sq ft Approx Thickness 1.0 - 1.2 mm","Because our cowhides are premium top grain leather, natural markings such as brands, finished scratches / bites, and hump holes (a narrow slit along the spine) may OR may not be present. Typically, these markings are very subtle and are considered by most as the ""signature"" of fine leather. See our  leather yield  and  natural markings  pages to learn more about what you should expect when buying a leather hide.Â ",https://www.leatherhidestore.com/pub/media/catalog/product/cache/5ee108ab0b97236a519dbc7beda955ae/k/8/k885_mechanical_grey_c3_1_1_1.jpg,,https://www.leatherhidestore.com/k885-b%20mechanical%20grey.html
